Date,(USD),(EUR),(GBP),(JPY),(CNY),(INR),(RUB),(CHF),(CAD),(MXN)
2017-06-13,1,0.892,0.785,110.04,6.797,64.36,56.896,0.967,1.328,18.114
2017-06-14,1,0.893,0.785,110.31,6.797,64.3,57.078,0.971,1.321,18.038
2017-06-15,1,0.896,0.785,110.11,6.805,64.609,57.602,0.974,1.328,18.075
2017-06-16,1,0.896,0.783,111.34,6.814,64.433,57.518,0.975,1.322,17.99
2017-06-19,1,0.893,0.781,110.96,6.817,64.422,58.198,0.971,1.324,17.966
2017-06-20,1,0.896,0.79,111.38,6.827,64.512,59.407,0.973,1.328,18.116
2017-06-21,1,0.897,0.788,111.43,6.826,64.502,59.426,0.974,1.328,18.172
2017-06-22,1,0.895,0.789,111.26,6.834,64.6,59.792,0.973,1.33,18.161
2017-06-23,1,0.895,0.786,111.3,6.839,64.532,59.669,0.971,1.323,18.045
2017-06-26,1,0.894,0.785,111.67,6.842,64.448,59.032,0.973,1.324,17.915
2017-06-27,1,0.887,0.784,111.86,6.814,64.51,59.011,0.965,1.321,17.848
2017-06-28,1,0.879,0.778,112.11,6.8,64.557,59.693,0.959,1.309,17.964
2017-06-29,1,0.876,0.771,112.67,6.783,64.587,58.968,0.958,1.303,17.936
2017-06-30,1,0.876,0.771,111.94,6.781,64.62,59.188,0.958,1.296,18.037
2017-07-03,1,0.88,0.771,112.99,6.795,64.858,59.344,0.963,1.298,18.23
2017-07-05,1,0.883,0.774,113.55,6.802,64.797,59.864,0.967,1.296,18.276
2017-07-06,1,0.878,0.773,113.32,6.802,64.762,60.156,0.964,1.294,18.379
2017-07-07,1,0.876,0.775,113.74,6.799,64.578,60.392,0.962,1.297,18.182
2017-07-10,1,0.878,0.777,114.15,6.805,64.495,60.477,0.967,1.291,17.992
2017-07-11,1,0.877,0.774,114.3,6.802,64.59,60.789,0.968,1.291,18.015
2017-07-12,1,0.873,0.777,113.56,6.788,64.535,60.573,0.963,1.293,17.873
2017-07-13,1,0.876,0.773,113.14,6.783,64.45,59.976,0.964,1.276,17.799
2017-07-14,1,0.876,0.771,113.1,6.782,64.385,59.531,0.968,1.272,17.643
2017-07-17,1,0.872,0.766,112.42,6.769,64.345,59.262,0.961,1.265,17.554
2017-07-18,1,0.865,0.768,112.04,6.75,64.333,58.994,0.954,1.259,17.507
2017-07-19,1,0.867,0.767,111.88,6.754,64.295,59.041,0.953,1.261,17.493
2017-07-20,1,0.871,0.772,112.25,6.771,64.441,59.081,0.961,1.261,17.592
2017-07-21,1,0.859,0.77,111.42,6.768,64.339,58.94,0.949,1.26,17.502
2017-07-24,1,0.859,0.767,110.83,6.75,64.397,59.973,0.946,1.252,17.684
2017-07-25,1,0.855,0.764,111.41,6.751,64.385,59.845,0.946,1.249,17.719
2017-07-26,1,0.859,0.767,111.87,6.754,64.358,59.863,0.958,1.252,17.746
2017-07-27,1,0.855,0.761,111.44,6.739,64.155,59.584,0.96,1.249,17.629
2017-07-28,1,0.853,0.764,111.15,6.743,64.162,59.538,0.968,1.254,17.741
2017-07-31,1,0.853,0.763,110.6,6.728,64.186,60.087,0.969,1.247,17.79
2017-08-01,1,0.847,0.757,110.51,6.72,64.099,60.257,0.966,1.248,17.78
2017-08-02,1,0.845,0.756,110.73,6.726,63.68,60.703,0.969,1.255,17.911
2017-08-03,1,0.843,0.762,110.38,6.722,63.677,60.438,0.97,1.261,17.828
2017-08-04,1,0.843,0.761,110.1,6.72,63.62,60.22,0.968,1.257,17.808
2017-08-07,1,0.848,0.767,110.86,6.72,63.83,60.059,0.973,1.268,17.932
2017-08-08,1,0.846,0.768,110.3,6.701,63.641,60.006,0.972,1.266,17.905
2017-08-09,1,0.852,0.77,109.74,6.676,63.86,60.007,0.963,1.268,17.957
2017-08-10,1,0.852,0.77,109.75,6.654,64.105,59.911,0.967,1.272,17.947
2017-08-11,1,0.85,0.77,109.15,6.665,64.17,60.032,0.962,1.271,17.995
2017-08-14,1,0.848,0.771,109.59,6.672,64.117,59.673,0.968,1.269,17.757
2017-08-15,1,0.852,0.776,110.41,6.683,64.12,59.98,0.972,1.274,17.834
2017-08-16,1,0.854,0.777,110.84,6.695,64.19,59.472,0.974,1.273,17.777
2017-08-17,1,0.855,0.777,110.12,6.678,64.17,59.394,0.967,1.263,17.714
2017-08-18,1,0.852,0.777,109.05,6.672,64.145,59.395,0.961,1.266,17.884
2017-08-21,1,0.85,0.776,108.98,6.671,64.143,59.094,0.966,1.26,17.713
2017-08-22,1,0.85,0.779,109.36,6.663,64.1,59.03,0.965,1.258,17.663
2017-08-23,1,0.848,0.781,109.09,6.66,64.08,59.151,0.966,1.258,17.806
2017-08-24,1,0.847,0.779,109.32,6.662,64.032,59.125,0.963,1.252,17.661
2017-08-25,1,0.847,0.78,109.75,6.656,64.023,59.139,0.965,1.251,17.652
2017-08-28,1,0.839,0.774,109.3,6.623,63.904,58.414,0.955,1.247,17.659
2017-08-29,1,0.83,0.772,108.62,6.596,64.022,58.761,0.945,1.248,17.862
2017-08-30,1,0.839,0.774,110.15,6.593,64.025,58.595,0.959,1.256,17.864
2017-08-31,1,0.846,0.778,110.62,6.601,63.932,58.456,0.968,1.266,17.83
2017-09-01,1,0.839,0.772,110.14,6.559,64.034,57.737,0.96,1.244,17.836
2017-09-05,1,0.841,0.772,109.33,6.549,64.128,57.96,0.959,1.239,17.845
2017-09-06,1,0.838,0.766,108.89,6.525,64.112,57.404,0.955,1.239,17.848
2017-09-07,1,0.835,0.764,108.88,6.491,64.015,57.027,0.953,1.219,17.735
2017-09-08,1,0.829,0.757,107.38,6.462,63.784,57.185,0.946,1.209,17.693
2017-09-11,1,0.834,0.757,108.68,6.529,63.911,57.197,0.951,1.212,17.683
2017-09-12,1,0.838,0.753,109.72,6.539,64.056,57.307,0.959,1.213,17.707
2017-09-13,1,0.835,0.753,110.02,6.532,64,57.665,0.96,1.214,17.767
2017-09-14,1,0.841,0.75,110.69,6.556,64.123,57.76,0.967,1.22,17.773
2017-09-15,1,0.836,0.736,111.11,6.545,64.083,57.53,0.96,1.214,17.668
2017-09-18,1,0.837,0.739,111.39,6.572,64.138,57.715,0.959,1.22,17.682
2017-09-19,1,0.835,0.74,111.46,6.585,64.331,58.058,0.964,1.229,17.75
2017-09-20,1,0.833,0.739,111.29,6.575,64.292,57.831,0.96,1.224,17.752
2017-09-21,1,0.84,0.741,112.44,6.592,64.805,57.977,0.973,1.236,17.829
2017-09-22,1,0.836,0.737,112.04,6.589,64.795,57.594,0.969,1.227,17.8
2017-09-25,1,0.843,0.741,112.24,6.623,65.108,57.362,0.974,1.233,17.804
2017-09-26,1,0.848,0.745,111.98,6.634,65.491,57.68,0.972,1.239,17.971
2017-09-27,1,0.852,0.746,112.94,6.642,65.712,58.144,0.975,1.24,18.094
2017-09-28,1,0.849,0.744,112.55,6.66,65.474,58.062,0.973,1.247,18.166
2017-09-29,1,0.847,0.747,112.5,6.652,65.28,57.811,0.97,1.244,18.178
2017-10-02,1,0.852,0.753,112.82,6.653,65.307,57.936,0.971,1.251,18.318
2017-10-03,1,0.851,0.755,112.97,6.643,65.504,57.997,0.974,1.25,18.267
2017-10-04,1,0.848,0.753,112.39,6.631,65.022,57.536,0.972,1.245,18.145
2017-10-05,1,0.852,0.759,112.46,6.652,65.147,57.509,0.977,1.248,18.235
2017-10-06,1,0.854,0.765,112.95,6.653,65.383,57.853,0.98,1.258,18.497
2017-10-10,1,0.848,0.758,112.36,6.579,65.247,57.882,0.977,1.25,18.572
2017-10-11,1,0.845,0.758,112.19,6.593,65.145,57.861,0.974,1.251,18.78
2017-10-12,1,0.843,0.761,112.28,6.588,65.03,57.696,0.974,1.247,18.733
2017-10-13,1,0.847,0.753,112.18,6.59,64.955,57.68,0.977,1.25,18.957
2017-10-16,1,0.847,0.752,111.83,6.59,64.743,57.17,0.976,1.254,19.057
2017-10-17,1,0.85,0.758,112.2,6.62,65.031,57.378,0.978,1.254,19.077
2017-10-18,1,0.851,0.76,112.88,6.628,65.052,57.414,0.983,1.253,18.836
2017-10-19,1,0.845,0.759,112.54,6.617,65.028,57.612,0.975,1.246,18.82
2017-10-20,1,0.846,0.758,113.17,6.619,65.01,57.428,0.981,1.249,18.893
2017-10-23,1,0.852,0.759,113.79,6.64,65.022,57.443,0.986,1.264,18.988
2017-10-24,1,0.85,0.759,113.89,6.634,65.113,57.486,0.987,1.265,19.117
2017-10-25,1,0.849,0.754,114.05,6.646,64.925,57.585,0.992,1.27,19.179
2017-10-26,1,0.851,0.757,113.8,6.637,64.86,57.653,0.994,1.28,19.032
2017-10-27,1,0.862,0.764,114.19,6.655,65.06,58.455,1.002,1.289,19.26
2017-10-30,1,0.861,0.758,113.53,6.645,64.895,57.802,0.999,1.285,19.097
2017-10-31,1,0.859,0.755,113.42,6.632,64.75,58.321,0.999,1.289,19.158
2017-11-01,1,0.861,0.753,114.19,6.611,64.6,58.138,1.002,1.291,19.184
2017-11-02,1,0.859,0.762,114.13,6.613,64.602,58.422,1,1.285,19.091
2017-11-03,1,0.858,0.763,113.94,6.623,64.523,58.587,0.998,1.272,18.995
2017-11-06,1,0.863,0.763,114.14,6.634,64.673,58.959,1,1.276,19.103
2017-11-07,1,0.865,0.761,114.19,6.638,64.995,58.851,1,1.277,19.089
2017-11-08,1,0.863,0.763,113.49,6.63,64.987,59.29,0.999,1.273,19.07
2017-11-09,1,0.86,0.762,113.28,6.637,64.97,59.392,0.996,1.271,19.125
2017-11-13,1,0.858,0.764,113.31,6.641,65.452,59.481,0.994,1.271,19.173
2017-11-14,1,0.851,0.763,113.49,6.637,65.402,59.739,0.991,1.271,19.095
2017-11-15,1,0.845,0.759,112.71,6.622,65.215,60.183,0.986,1.276,19.163
2017-11-16,1,0.85,0.758,113.09,6.632,65.322,59.847,0.993,1.276,19.142
2017-11-17,1,0.848,0.758,112.61,6.633,65.012,59.386,0.992,1.276,19.042
2017-11-20,1,0.849,0.755,112.13,6.634,65.103,59.542,0.991,1.279,18.97
2017-11-21,1,0.853,0.755,112.54,6.633,64.917,59.36,0.993,1.281,18.948
2017-11-22,1,0.851,0.756,112.02,6.618,64.9,58.684,0.988,1.274,18.808
2017-11-24,1,0.842,0.75,111.34,6.605,64.68,58.479,0.981,1.271,18.616
2017-11-27,1,0.837,0.748,111.02,6.602,64.502,58.132,0.98,1.268,18.513
2017-11-28,1,0.841,0.753,111.24,6.598,64.418,58.288,0.983,1.279,18.537
2017-11-29,1,0.846,0.747,111.81,6.604,64.312,58.35,0.986,1.283,18.524
2017-11-30,1,0.844,0.743,112.31,6.615,64.468,58.396,0.987,1.289,18.57
2017-12-01,1,0.841,0.741,112.49,6.609,64.497,58.643,0.984,1.287,18.674
2017-12-04,1,0.843,0.739,112.86,6.619,64.399,58.808,0.983,1.267,18.628
2017-12-05,1,0.844,0.744,112.58,6.614,64.406,58.705,0.985,1.263,18.638
2017-12-06,1,0.846,0.748,112.14,6.615,64.52,59.06,0.988,1.266,18.789
2017-12-07,1,0.848,0.747,112.74,6.619,64.577,59.202,0.993,1.284,18.936
2017-12-08,1,0.852,0.745,113.49,6.62,64.451,59.318,0.997,1.284,18.924
2017-12-11,1,0.848,0.748,113.31,6.618,64.412,59.168,0.99,1.286,18.908
2017-12-12,1,0.85,0.749,113.5,6.619,64.397,58.892,0.992,1.283,19.086
2017-12-13,1,0.852,0.749,113.32,6.62,64.432,58.903,0.992,1.286,19.208
2017-12-14,1,0.844,0.744,112.61,6.609,64.37,58.775,0.987,1.283,19.1
2017-12-15,1,0.847,0.748,112.19,6.609,64.042,58.872,0.988,1.277,19.167
2017-12-18,1,0.848,0.748,112.47,6.618,64.234,58.623,0.988,1.287,19.052
2017-12-19,1,0.846,0.749,112.69,6.603,64.029,58.62,0.985,1.286,19.041
2017-12-20,1,0.844,0.746,113.26,6.579,64.118,58.686,0.988,1.285,19.246
2017-12-21,1,0.843,0.748,113.49,6.585,64.026,58.475,0.989,1.28,19.31
2017-12-22,1,0.844,0.747,113.36,6.576,64.039,58.293,0.99,1.27,19.511
2017-12-26,1,0.844,0.747,113.36,6.576,64.039,58.293,0.99,1.27,19.511
2017-12-27,1,0.841,0.745,113.24,6.555,64.155,57.669,0.99,1.263,19.775
2017-12-28,1,0.838,0.744,112.9,6.536,64.08,57.649,0.981,1.261,19.664
2017-12-29,1,0.834,0.74,112.57,6.508,63.876,57.86,0.976,1.254,19.729
2018-01-02,1,0.829,0.737,112.18,6.493,63.489,57.288,0.971,1.254,19.522
2018-01-03,1,0.832,0.737,112.26,6.502,63.5,57.47,0.976,1.252,19.449
2018-01-04,1,0.829,0.739,112.66,6.497,63.405,57.133,0.975,1.253,19.33
2018-01-05,1,0.83,0.738,113.28,6.488,63.37,57.096,0.976,1.251,19.367
2018-01-08,1,0.835,0.738,113.04,6.499,63.508,57.109,0.978,1.243,19.278
2018-01-09,1,0.838,0.74,112.56,6.526,63.713,57.035,0.983,1.243,19.218
2018-01-10,1,0.834,0.739,111.42,6.504,63.595,57.036,0.978,1.245,19.288
2018-01-11,1,0.832,0.741,111.67,6.501,63.688,56.973,0.977,1.256,19.393
2018-01-12,1,0.824,0.733,111.13,6.461,63.601,56.61,0.971,1.252,19.112
2018-01-16,1,0.818,0.727,110.71,6.442,64.047,56.439,0.964,1.242,18.773
2018-01-17,1,0.819,0.726,110.8,6.435,63.928,56.86,0.965,1.244,18.798
2018-01-18,1,0.817,0.721,111.21,6.423,63.85,56.57,0.96,1.245,18.649
2018-01-19,1,0.816,0.721,110.6,6.404,63.843,56.574,0.959,1.244,18.618
2018-01-22,1,0.817,0.72,110.84,6.404,63.912,56.608,0.961,1.248,18.634
2018-01-23,1,0.816,0.717,110.5,6.406,63.775,56.495,0.962,1.248,18.828
2018-01-24,1,0.81,0.706,109.4,6.373,63.693,56.324,0.95,1.233,18.543
2018-01-25,1,0.806,0.702,108.91,6.331,63.565,55.841,0.941,1.232,18.442
2018-01-26,1,0.804,0.702,109.32,6.328,63.61,55.906,0.935,1.232,18.549
2018-01-29,1,0.808,0.71,108.85,6.332,63.58,56.437,0.934,1.234,18.606
2018-01-30,1,0.805,0.708,108.67,6.325,63.648,56.025,0.933,1.232,18.621
2018-01-31,1,0.803,0.706,108.85,6.289,63.563,56.251,0.934,1.227,18.645
2018-02-01,1,0.803,0.702,109.66,6.297,64.023,56.282,0.931,1.232,18.566
2018-02-02,1,0.801,0.703,109.85,6.288,64.057,56.271,0.928,1.232,18.457
2018-02-05,1,0.804,0.712,109.86,6.29,64.103,56.67,0.932,1.243,18.588
2018-02-06,1,0.811,0.721,109.47,6.282,64.273,57.353,0.939,1.256,18.811
2018-02-07,1,0.811,0.719,109.29,6.275,64.245,57.158,0.941,1.252,18.68
2018-02-08,1,0.816,0.714,109.62,6.33,64.293,57.857,0.943,1.257,18.768
2018-02-09,1,0.815,0.723,108.85,6.303,64.372,58.263,0.937,1.261,18.816
2018-02-12,1,0.815,0.723,108.64,6.328,64.335,57.967,0.938,1.258,18.622
2018-02-13,1,0.811,0.721,107.69,6.344,64.277,57.777,0.934,1.26,18.631
2018-02-14,1,0.81,0.721,107.22,6.344,64.072,57.377,0.933,1.258,18.621
2018-02-15,1,0.8,0.71,106.55,6.344,63.915,56.68,0.924,1.249,18.511
2018-02-16,1,0.802,0.712,106.18,6.344,64.22,56.393,0.924,1.251,18.504
2018-02-20,1,0.81,0.714,107.17,6.344,64.832,56.651,0.935,1.26,18.639
2018-02-21,1,0.812,0.719,107.55,6.344,64.758,56.584,0.938,1.267,18.723
2018-02-22,1,0.815,0.72,107.1,6.361,65.078,56.755,0.937,1.27,18.795
2018-02-23,1,0.813,0.715,106.74,6.335,64.763,56.466,0.935,1.27,18.569
2018-02-26,1,0.812,0.713,106.82,6.309,64.775,55.958,0.936,1.268,18.602
2018-02-27,1,0.813,0.719,107.12,6.314,64.875,55.929,0.938,1.272,18.722
2018-02-28,1,0.819,0.724,107.02,6.328,65.19,56.291,0.943,1.278,18.785
2018-03-01,1,0.822,0.727,106.79,6.35,65.175,56.839,0.946,1.286,18.927
2018-03-02,1,0.812,0.725,105.4,6.345,65.237,57.168,0.935,1.288,18.928
2018-03-05,1,0.813,0.724,105.65,6.34,65.108,57.12,0.938,1.293,18.899
2018-03-06,1,0.806,0.718,106.23,6.328,64.929,56.297,0.937,1.289,18.666
2018-03-07,1,0.805,0.721,105.83,6.321,64.893,56.862,0.94,1.293,18.85
2018-03-08,1,0.805,0.72,106.13,6.336,65.13,56.895,0.944,1.292,18.693
2018-03-09,1,0.814,0.723,106.83,6.338,65.196,57.043,0.952,1.289,18.616
2018-03-12,1,0.813,0.72,106.52,6.331,65.012,56.94,0.95,1.283,18.682
2018-03-13,1,0.808,0.716,106.89,6.323,64.86,56.798,0.944,1.284,18.515
2018-03-14,1,0.808,0.717,106.53,6.313,64.838,56.992,0.946,1.293,18.577
2018-03-15,1,0.81,0.717,106.07,6.318,64.95,57.235,0.947,1.299,18.689
2018-03-16,1,0.813,0.717,105.85,6.326,64.927,57.634,0.951,1.308,18.729
2018-03-19,1,0.812,0.712,106.14,6.332,65.193,57.979,0.952,1.308,18.837
2018-03-20,1,0.8146,0.7145,106.484,6.333,65.1979,57.7115,0.9548,1.3066,18.7428
2018-03-21,1,0.8139,0.7114,106.219,6.33,65.21,57.4814,0.953,1.298,18.5479
2018-03-22,1,0.812,0.708,105.351,6.3345,65.1047,57.0965,0.9476,1.2901,18.4934
2018-03-23,1,0.81,0.707,105.087,6.3158,65.0049,57.1349,0.9479,1.2853,18.5326
2018-03-26,1,0.8057,0.703,105.124,6.2786,64.8703,56.9573,0.9459,1.2889,18.4334
2018-03-27,1,0.808,0.7106,105.882,6.2807,64.975,57.2237,0.9505,1.2887,18.4151
2018-03-28,1,0.8066,0.7066,106.146,6.289,65.1722,57.5296,0.9518,1.2884,18.3679
2018-03-29,1,0.8116,0.7101,106.444,6.2875,65.17,57.5357,0.956,1.2901,18.2817
2018-04-03,1,0.8125,0.7111,106.24,6.2846,65.0097,57.5914,0.9567,1.2852,18.1943
2018-04-04,1,0.8146,0.7134,106.248,6.3057,65.1303,57.8094,0.9593,1.2835,18.3447
2018-04-05,1,0.8157,0.7128,107.064,6.3052,64.9274,57.6061,0.9622,1.2772,18.0905
2018-04-06,1,0.8174,0.7135,107.34,6.3052,64.9673,57.8936,0.9644,1.2792,18.2538
2018-04-09,1,0.8127,0.7078,107.006,6.3139,64.9825,60.2349,0.9582,1.2781,18.3586
2018-04-10,1,0.809,0.7053,107.014,6.2892,64.9927,62.6656,0.954,1.2657,18.2654
2018-04-11,1,0.8075,0.7054,106.799,6.2835,65.3048,64.6055,0.9573,1.2617,18.2919
2018-04-12,1,0.8115,0.7039,107.149,6.2852,65.2576,61.5884,0.9637,1.2592,18.1624
2018-04-13,1,0.8119,0.7015,107.689,6.281,65.2074,61.8808,0.9624,1.257,18.1182
2018-04-16,1,0.8084,0.699,107.332,6.2834,65.4951,62.2005,0.9602,1.2608,18.0597
2018-04-17,1,0.8093,0.6982,107.105,6.283,65.6373,61.7637,0.9637,1.2552,17.9716
2018-04-18,1,0.8072,0.7031,107.217,6.2824,65.6652,61.4987,0.967,1.257,17.9747
2018-04-19,1,0.8076,0.7024,107.317,6.2766,65.7874,60.804,0.9672,1.2604,18.1447
2018-04-20,1,0.8124,0.7117,107.572,6.2921,66.1223,61.5302,0.9725,1.2639,18.4762
2018-04-23,1,0.8171,0.7161,108.171,6.3089,66.4198,61.8179,0.9757,1.2787,18.7122
2018-04-24,1,0.8188,0.7162,108.835,6.3057,66.3854,61.6201,0.978,1.2824,18.8317
2018-04-25,1,0.8207,0.7171,109.175,6.3232,66.9754,62.1316,0.9837,1.2888,19.0557
2018-04-26,1,0.8218,0.7158,109.196,6.325,66.7521,62.8722,0.9842,1.2835,18.775
2018-04-27,1,0.8285,0.7266,109.321,6.3394,66.6649,62.4834,0.9909,1.2882,18.8011
2018-04-30,1,0.8279,0.7282,109.38,6.3394,66.3701,62.8849,0.9908,1.2867,18.7083
2018-05-02,1,0.8328,0.7332,109.803,6.359,66.6657,63.6295,0.9958,1.2827,18.9455
2018-05-03,1,0.8339,0.7353,109.264,6.3488,66.6248,63.4485,0.9972,1.2845,19.0259
2018-05-04,1,0.8355,0.7372,108.923,6.3592,66.8619,63.0642,0.9984,1.2875,19.1558
2018-05-07,1,0.8402,0.7395,109.351,6.3668,67.1349,62.8717,1.0052,1.2887,19.3425
2018-05-08,1,0.8425,0.7408,109.056,6.3678,67.0851,63.2845,1.003,1.2972,19.5272
2018-05-09,1,0.8418,0.7361,109.639,6.3665,67.2624,63.0688,1.0013,1.2879,19.5339
2018-05-10,1,0.8419,0.7393,109.631,6.3495,67.2592,62.0534,1.0025,1.2773,19.4103
2018-05-11,1,0.8379,0.7374,109.301,6.3325,67.337,61.6477,0.9999,1.2734,19.2556
2018-05-14,1,0.8342,0.7361,109.501,6.3374,67.5296,61.5663,0.9981,1.2764,19.3399
2018-05-15,1,0.8415,0.7397,110.048,6.3625,68.0569,62.124,1.0023,1.2836,19.7255
2018-05-16,1,0.8486,0.7418,110.175,6.3762,67.7974,62.4556,1.0007,1.2866,19.7592
2018-05-17,1,0.8471,0.7399,110.682,6.368,67.7378,61.9694,1.0012,1.2772,19.6256
2018-05-18,1,0.8488,0.7412,110.933,6.3787,68.0006,62.1467,0.9993,1.2795,19.7761
2018-05-21,1,0.8504,0.7453,111.268,6.3863,68.1418,62.39,0.9995,1.2874,20.0034
2018-05-22,1,0.8479,0.7435,110.819,6.3687,68.0096,61.344,0.9953,1.2774,19.7424
2018-05-23,1,0.8541,0.7512,109.848,6.3885,68.4195,61.7222,0.9906,1.2905,19.9479
2018-05-24,1,0.8527,0.7459,109.533,6.3837,68.3774,61.5518,0.9897,1.2885,19.6924
2018-05-25,1,0.8565,0.7498,109.396,6.3907,67.7949,62.0929,0.993,1.2956,19.6045
2018-05-28,1,0.8588,0.7512,109.353,6.3988,67.4407,62.3768,0.9942,1.298,19.5508
2018-05-29,1,0.8652,0.754,108.912,6.4175,67.837,62.5955,0.9965,1.3028,19.7471
2018-05-30,1,0.8597,0.7522,108.975,6.4196,67.39,62.228,0.9898,1.2975,19.6712
2018-05-31,1,0.8548,0.7495,108.838,6.4066,67.3579,62.036,0.9852,1.2854,19.8702
2018-06-01,1,0.857,0.7514,109.469,6.4173,67.1129,62.2137,0.9882,1.2976,19.9532
