Date,(USD),(EUR),(GBP),(JPY),(CNY),(INR),(RUB),(CHF),(CAD),(MXN)
2016-03-21,1,0.887,0.695,111.74,6.479,66.536,68.071,0.969,1.305,17.383
2016-03-22,1,0.892,0.703,111.6,6.492,66.679,67.992,0.971,1.309,17.453
2016-03-23,1,0.895,0.707,112.8,6.503,66.796,67.897,0.975,1.314,17.451
2016-03-24,1,0.897,0.708,112.44,6.514,66.863,69.698,0.975,1.329,17.669
2016-03-25,1,0.897,0.708,112.44,6.514,66.863,69.698,0.975,1.329,17.669
2016-03-28,1,0.897,0.708,112.44,6.514,66.863,69.698,0.975,1.329,17.669
2016-03-29,1,0.893,0.701,113.57,6.51,66.53,68.549,0.975,1.317,17.492
2016-03-30,1,0.883,0.694,112.48,6.479,66.386,67.806,0.964,1.303,17.245
2016-03-31,1,0.878,0.695,112.34,6.457,66.254,67.022,0.96,1.295,17.207
2016-04-01,1,0.875,0.699,112.03,6.465,66.351,67.83,0.957,1.303,17.407
2016-04-04,1,0.879,0.701,111.57,6.476,66.105,67.798,0.959,1.303,17.331
2016-04-05,1,0.88,0.705,110.68,6.474,66.459,69.016,0.958,1.317,17.591
2016-04-06,1,0.882,0.713,110.38,6.488,66.671,68.636,0.96,1.316,17.773
2016-04-07,1,0.88,0.71,108.37,6.471,66.626,68.085,0.958,1.312,17.756
2016-04-08,1,0.88,0.71,108.56,6.475,66.599,67.36,0.957,1.308,17.787
2016-04-11,1,0.878,0.703,108.24,6.471,66.467,66.775,0.955,1.299,17.728
2016-04-12,1,0.878,0.701,108.32,6.461,66.399,66.354,0.954,1.288,17.572
2016-04-13,1,0.885,0.703,109.28,6.477,66.604,65.738,0.964,1.28,17.546
2016-04-14,1,0.889,0.707,109.39,6.485,66.535,65.982,0.967,1.283,17.478
2016-04-15,1,0.886,0.705,108.92,6.476,66.592,66.476,0.968,1.288,17.541
2016-04-18,1,0.884,0.706,108.19,6.478,66.579,67.892,0.966,1.292,17.605
2016-04-19,1,0.882,0.696,109.41,6.469,66.552,65.612,0.963,1.271,17.275
2016-04-20,1,0.879,0.695,109.15,6.466,66.198,65.6,0.961,1.267,17.318
2016-04-21,1,0.881,0.693,109.64,6.475,66.279,65.041,0.968,1.263,17.281
2016-04-22,1,0.888,0.696,110.86,6.496,66.538,65.925,0.976,1.273,17.475
2016-04-25,1,0.888,0.689,110.93,6.494,66.601,66.292,0.974,1.268,17.582
2016-04-26,1,0.886,0.686,111.15,6.498,66.57,66.355,0.975,1.265,17.533
2016-04-27,1,0.885,0.685,111.29,6.495,66.466,65.278,0.973,1.258,17.392
2016-04-28,1,0.88,0.685,108.15,6.477,66.5,64.73,0.966,1.256,17.319
2016-04-29,1,0.877,0.684,107.29,6.485,66.384,64.219,0.963,1.253,17.151
2016-05-02,1,0.87,0.681,106.56,6.475,66.404,64.742,0.957,1.252,17.126
2016-05-03,1,0.864,0.684,105.91,6.484,66.396,66.514,0.949,1.258,17.414
2016-05-04,1,0.869,0.689,106.58,6.501,66.589,66.02,0.956,1.275,17.781
2016-05-05,1,0.874,0.689,107.1,6.505,66.504,65.614,0.963,1.282,17.673
2016-05-06,1,0.875,0.69,106.97,6.502,66.633,66.434,0.969,1.288,17.956
2016-05-09,1,0.878,0.693,108.28,6.512,66.605,65.986,0.97,1.294,17.931
2016-05-10,1,0.879,0.692,109.12,6.517,66.676,66.497,0.974,1.296,18.13
2016-05-11,1,0.877,0.692,108.77,6.505,66.609,65.761,0.973,1.287,17.995
2016-05-12,1,0.878,0.693,109.32,6.519,66.669,64.749,0.971,1.281,17.901
2016-05-13,1,0.881,0.694,108.88,6.521,66.78,65.271,0.971,1.288,18.05
2016-05-16,1,0.883,0.696,108.86,6.523,66.844,64.974,0.977,1.292,18.207
2016-05-17,1,0.884,0.69,109.5,6.527,66.821,64.826,0.979,1.293,18.314
2016-05-18,1,0.887,0.687,109.39,6.536,66.979,65.414,0.983,1.298,18.431
2016-05-19,1,0.893,0.684,110,6.548,67.466,66.568,0.99,1.311,18.467
2016-05-20,1,0.891,0.686,110.36,6.548,67.473,66.774,0.991,1.311,18.41
2016-05-23,1,0.892,0.691,109.41,6.554,67.522,67.078,0.99,1.315,18.37
2016-05-24,1,0.895,0.685,109.74,6.557,67.674,66.642,0.992,1.315,18.432
2016-05-25,1,0.897,0.681,110.17,6.562,67.378,65.706,0.991,1.311,18.394
2016-05-26,1,0.895,0.68,110.07,6.558,67.081,65.134,0.992,1.293,18.369
2016-05-27,1,0.895,0.683,109.65,6.562,67.037,66.039,0.991,1.304,18.5
2016-05-31,1,0.897,0.683,111.02,6.577,67.197,65.923,0.99,1.303,18.395
2016-06-01,1,0.895,0.692,109.24,6.578,67.458,66.924,0.989,1.305,18.483
2016-06-02,1,0.894,0.691,109.01,6.582,67.302,67.074,0.989,1.311,18.572
2016-06-03,1,0.897,0.693,108.9,6.587,67.25,67.159,0.991,1.308,18.72
2016-06-06,1,0.881,0.694,107.13,6.566,66.966,65.378,0.974,1.292,18.559
2016-06-07,1,0.881,0.686,107.65,6.572,66.743,64.956,0.967,1.278,18.568
2016-06-08,1,0.879,0.686,107.02,6.568,66.55,63.76,0.962,1.268,18.177
2016-06-09,1,0.882,0.692,106.43,6.56,66.73,64.2,0.962,1.275,18.229
2016-06-10,1,0.885,0.694,106.86,6.559,66.808,64.705,0.963,1.275,18.403
2016-06-13,1,0.887,0.706,106.06,6.586,67.103,65.696,0.966,1.277,18.696
2016-06-14,1,0.891,0.708,106,6.594,67.31,66.235,0.965,1.287,18.991
2016-06-15,1,0.89,0.705,106.22,6.581,67.112,65.663,0.963,1.286,18.877
2016-06-16,1,0.895,0.707,104.39,6.586,67.3,65.86,0.968,1.3,18.958
2016-06-17,1,0.889,0.7,104.27,6.591,67.085,65.121,0.961,1.29,18.88
2016-06-20,1,0.882,0.683,104.63,6.58,67.356,63.91,0.96,1.281,18.61
2016-06-21,1,0.884,0.678,104.64,6.582,67.57,64.313,0.959,1.277,18.565
2016-06-22,1,0.886,0.681,104.59,6.579,67.495,64.049,0.96,1.276,18.617
2016-06-23,1,0.878,0.673,105.7,6.58,67.303,64.057,0.955,1.275,18.29
2016-06-24,1,0.904,0.73,102.32,6.624,68.005,65.632,0.977,1.301,18.87
2016-06-27,1,0.909,0.758,101.65,6.647,67.954,65.277,0.976,1.305,19.062
2016-06-28,1,0.903,0.747,102.41,6.647,67.919,64.741,0.979,1.304,18.95
2016-06-29,1,0.902,0.744,102.66,6.644,67.601,64.062,0.979,1.299,18.695
2016-06-30,1,0.901,0.744,102.73,6.643,67.519,64.421,0.979,1.296,18.587
2016-07-01,1,0.898,0.753,102.64,6.656,67.328,64.04,0.973,1.292,18.124
2016-07-05,1,0.897,0.763,101.83,6.673,67.471,64.245,0.972,1.294,18.668
2016-07-06,1,0.903,0.771,100.71,6.687,67.421,64.7,0.978,1.303,18.883
2016-07-07,1,0.903,0.768,100.99,6.683,67.422,64.015,0.977,1.293,18.707
2016-07-08,1,0.903,0.77,100.42,6.686,67.311,64.098,0.981,1.301,18.786
2016-07-11,1,0.905,0.77,102.48,6.691,67.143,64.247,0.984,1.307,18.443
2016-07-12,1,0.902,0.76,103.94,6.685,67.095,63.842,0.983,1.303,18.29
2016-07-13,1,0.903,0.753,104.61,6.691,67.03,63.801,0.985,1.305,18.316
2016-07-14,1,0.896,0.747,105.66,6.684,66.858,63.161,0.977,1.293,18.241
2016-07-15,1,0.899,0.748,105.71,6.682,67.025,63.238,0.979,1.287,18.37
2016-07-18,1,0.905,0.754,105.69,6.703,67.2,63.072,0.983,1.295,18.488
2016-07-19,1,0.906,0.761,106.21,6.695,67.134,63.006,0.986,1.302,18.46
2016-07-20,1,0.908,0.759,106.54,6.674,67.204,63.369,0.988,1.306,18.495
2016-07-21,1,0.908,0.759,106.26,6.673,67.215,63.904,0.987,1.305,18.65
2016-07-22,1,0.908,0.764,106.1,6.673,67.076,64.537,0.986,1.311,18.605
2016-07-25,1,0.911,0.762,106.21,6.68,67.348,64.893,0.987,1.317,18.581
2016-07-26,1,0.909,0.761,104.27,6.671,67.329,66.284,0.988,1.323,18.799
2016-07-27,1,0.91,0.763,105.75,6.67,67.21,66.005,0.994,1.319,18.822
2016-07-28,1,0.902,0.759,104.72,6.658,67.046,66.434,0.982,1.316,18.821
2016-07-29,1,0.9,0.759,103.33,6.651,66.955,67.028,0.974,1.318,18.923
2016-08-01,1,0.896,0.757,102.36,6.641,66.7,66.172,0.968,1.307,18.749
2016-08-02,1,0.893,0.753,101.6,6.632,66.714,66.568,0.966,1.305,18.856
2016-08-03,1,0.893,0.749,101.09,6.628,66.895,66.559,0.968,1.31,18.911
2016-08-04,1,0.898,0.76,101.17,6.642,66.877,66.246,0.973,1.305,18.83
2016-08-05,1,0.896,0.76,101.05,6.643,66.773,65.254,0.973,1.302,18.849
2016-08-08,1,0.902,0.766,102.45,6.661,66.835,64.769,0.982,1.314,18.62
2016-08-09,1,0.903,0.771,102.25,6.662,66.888,64.795,0.984,1.315,18.507
2016-08-10,1,0.894,0.765,101.12,6.632,66.641,64.452,0.977,1.302,18.323
2016-08-11,1,0.897,0.771,101.36,6.638,66.848,64.887,0.974,1.305,18.428
2016-08-12,1,0.896,0.771,101.96,6.648,66.864,64.724,0.976,1.298,18.272
2016-08-15,1,0.894,0.775,101.05,6.637,66.886,64.3,0.974,1.292,18.137
2016-08-16,1,0.885,0.771,99.814,6.62,66.764,63.749,0.961,1.282,17.953
2016-08-17,1,0.887,0.768,100.68,6.636,66.868,64.032,0.963,1.289,18.152
2016-08-18,1,0.883,0.76,100.34,6.631,66.808,64.094,0.959,1.283,18.156
2016-08-19,1,0.883,0.764,100.24,6.652,67.177,64.091,0.958,1.284,18.324
2016-08-22,1,0.884,0.763,100.59,6.651,67.214,64.467,0.963,1.292,18.3
2016-08-23,1,0.882,0.758,100.08,6.641,67.069,64.556,0.961,1.29,18.242
2016-08-24,1,0.887,0.756,100.24,6.657,67.117,64.835,0.967,1.294,18.543
2016-08-25,1,0.886,0.758,100.49,6.656,67.048,64.854,0.966,1.293,18.457
2016-08-26,1,0.886,0.757,100.38,6.671,67.004,64.782,0.968,1.288,18.353
2016-08-29,1,0.895,0.765,102.27,6.679,67.175,65.058,0.979,1.301,18.589
2016-08-30,1,0.895,0.763,102.32,6.677,67.04,64.878,0.981,1.304,18.583
2016-08-31,1,0.898,0.762,103.31,6.675,66.974,65.273,0.984,1.31,18.812
2016-09-01,1,0.897,0.754,103.71,6.68,66.959,65.344,0.985,1.313,18.8
2016-09-02,1,0.893,0.753,103.48,6.679,66.794,65.752,0.979,1.308,18.774
2016-09-06,1,0.896,0.749,103.41,6.679,66.492,64.827,0.979,1.291,18.523
2016-09-07,1,0.89,0.747,101.66,6.663,66.358,64.502,0.969,1.285,18.352
2016-09-08,1,0.885,0.749,101.63,6.662,66.38,63.871,0.966,1.288,18.337
2016-09-09,1,0.887,0.75,102.81,6.681,66.74,64.384,0.973,1.296,18.803
2016-09-12,1,0.891,0.752,101.89,6.681,66.907,65.061,0.974,1.311,19.099
2016-09-13,1,0.889,0.754,102.23,6.681,66.895,64.746,0.971,1.311,19.01
2016-09-14,1,0.891,0.758,102.84,6.676,66.92,65.189,0.976,1.319,19.148
2016-09-15,1,0.889,0.757,102.17,6.673,66.918,65.04,0.972,1.318,19.232
2016-09-16,1,0.891,0.759,101.86,6.673,67.02,64.936,0.975,1.32,19.389
2016-09-19,1,0.896,0.766,101.79,6.67,66.981,64.506,0.981,1.315,19.601
2016-09-20,1,0.894,0.771,101.87,6.671,67.026,64.837,0.978,1.323,19.64
2016-09-21,1,0.897,0.769,100.89,6.671,66.978,64.317,0.976,1.314,19.736
2016-09-22,1,0.89,0.765,100.72,6.669,66.624,63.712,0.967,1.301,19.622
2016-09-23,1,0.892,0.771,100.78,6.67,66.623,63.51,0.971,1.304,19.626
2016-09-26,1,0.888,0.773,100.44,6.669,66.649,63.867,0.968,1.316,19.854
2016-09-27,1,0.891,0.77,100.29,6.669,66.471,63.927,0.97,1.326,19.541
2016-09-28,1,0.891,0.768,100.61,6.674,66.452,63.879,0.97,1.321,19.437
2016-09-29,1,0.891,0.768,101.49,6.668,66.866,63.172,0.969,1.309,19.424
2016-09-30,1,0.896,0.771,101.33,6.672,66.63,63.179,0.974,1.316,19.478
2016-10-03,1,0.89,0.777,101.37,6.672,66.541,62.301,0.972,1.309,19.237
2016-10-04,1,0.896,0.784,102.59,6.672,66.485,62.46,0.981,1.317,19.338
2016-10-05,1,0.892,0.786,103.16,6.675,66.573,62.424,0.978,1.322,19.278
2016-10-06,1,0.894,0.79,103.71,6.67,66.736,62.34,0.978,1.32,19.285
2016-10-07,1,0.898,0.811,103.63,6.672,66.706,62.45,0.983,1.327,19.354
2016-10-11,1,0.903,0.814,103.71,6.719,66.591,62.424,0.987,1.323,18.873
2016-10-12,1,0.907,0.817,103.9,6.718,66.797,62.575,0.99,1.325,18.926
2016-10-13,1,0.906,0.819,103.72,6.728,66.894,63.242,0.988,1.325,18.983
2016-10-14,1,0.909,0.817,104.31,6.726,66.75,62.971,0.99,1.317,18.947
2016-10-17,1,0.91,0.823,104.11,6.738,66.815,62.826,0.989,1.313,18.938
2016-10-18,1,0.91,0.815,104.04,6.737,66.71,62.903,0.99,1.308,18.713
2016-10-19,1,0.911,0.814,103.37,6.737,66.663,62.503,0.989,1.308,18.658
2016-10-20,1,0.911,0.816,103.61,6.738,66.798,62.423,0.988,1.317,18.562
2016-10-21,1,0.919,0.821,103.77,6.763,66.898,62.388,0.994,1.323,18.655
2016-10-24,1,0.918,0.817,104.02,6.774,66.842,62.25,0.994,1.336,18.571
2016-10-25,1,0.92,0.819,104.53,6.778,66.811,62.082,0.998,1.332,18.49
2016-10-26,1,0.915,0.819,104.32,6.769,66.843,62.334,0.992,1.337,18.624
2016-10-27,1,0.915,0.816,104.69,6.78,66.82,62.786,0.992,1.337,18.725
2016-10-28,1,0.916,0.823,105.38,6.78,66.799,62.963,0.994,1.339,18.823
2016-10-31,1,0.914,0.823,105.03,6.775,66.777,63.265,0.988,1.34,18.925
2016-11-01,1,0.907,0.818,104.83,6.769,66.705,62.921,0.982,1.336,18.883
2016-11-02,1,0.901,0.812,103.31,6.758,66.671,63.45,0.972,1.338,19.374
2016-11-03,1,0.904,0.801,103.26,6.764,66.744,63.764,0.975,1.339,19.29
2016-11-04,1,0.901,0.801,102.98,6.757,66.745,64.065,0.971,1.343,19.136
2016-11-07,1,0.904,0.805,104.32,6.775,66.755,63.709,0.975,1.339,18.658
2016-11-08,1,0.906,0.807,104.78,6.787,66.595,63.783,0.976,1.337,18.562
2016-11-09,1,0.907,0.808,103.92,6.784,66.572,63.379,0.979,1.343,19.826
2016-11-10,1,0.918,0.806,106.84,6.798,66.735,63.908,0.988,1.348,20.227
2016-11-14,1,0.928,0.798,107.89,6.844,67.811,66.452,0.996,1.354,20.88
2016-11-15,1,0.929,0.805,108.27,6.857,67.755,65.211,0.999,1.353,20.467
2016-11-16,1,0.934,0.805,109.56,6.879,68.069,65.114,1.003,1.348,20.47
2016-11-17,1,0.933,0.803,109.28,6.87,67.869,64.587,1.002,1.343,20.295
2016-11-18,1,0.941,0.811,110.03,6.883,67.943,64.723,1.008,1.352,20.413
2016-11-21,1,0.941,0.806,110.61,6.894,68.149,64.123,1.009,1.346,20.483
2016-11-22,1,0.942,0.805,110.9,6.885,68.295,64.011,1.011,1.34,20.33
2016-11-23,1,0.943,0.805,111.34,6.9,68.736,64.277,1.012,1.345,20.594
2016-11-25,1,0.944,0.804,113.04,6.92,68.535,64.587,1.014,1.349,20.65
2016-11-28,1,0.944,0.806,112.63,6.909,68.72,64.987,1.015,1.345,20.549
2016-11-29,1,0.946,0.802,112.97,6.9,68.699,65.285,1.017,1.346,20.685
2016-11-30,1,0.94,0.802,113.29,6.883,68.509,64.336,1.016,1.338,20.572
2016-12-01,1,0.941,0.791,114.23,6.886,68.351,63.772,1.013,1.34,20.64
2016-12-02,1,0.94,0.792,113.89,6.889,68.256,64.139,1.01,1.33,20.782
2016-12-05,1,0.934,0.786,114.3,6.883,68.165,63.65,1.009,1.331,20.636
2016-12-06,1,0.932,0.785,113.92,6.881,67.801,63.746,1.009,1.327,20.375
2016-12-07,1,0.932,0.793,114.09,6.881,67.645,63.739,1.01,1.327,20.325
2016-12-08,1,0.929,0.79,113.93,6.88,67.372,63.362,1.009,1.322,20.342
2016-12-09,1,0.947,0.795,115.05,6.907,67.564,63.168,1.019,1.318,20.439
2016-12-12,1,0.944,0.792,115.79,6.911,67.429,61.217,1.017,1.314,20.241
2016-12-13,1,0.943,0.787,115.24,6.902,67.539,60.87,1.012,1.312,20.244
2016-12-14,1,0.94,0.789,114.98,6.905,67.478,61.198,1.01,1.312,20.262
2016-12-15,1,0.96,0.802,118.08,6.936,67.801,61.805,1.03,1.334,20.655
2016-12-16,1,0.958,0.804,118.19,6.958,67.8,61.598,1.03,1.337,20.359
2016-12-19,1,0.96,0.807,117.24,6.953,67.858,61.896,1.028,1.338,20.426
2016-12-20,1,0.965,0.81,118.13,6.957,68.07,61.623,1.031,1.341,20.373
2016-12-21,1,0.96,0.808,117.37,6.945,67.88,61.096,1.026,1.337,20.444
2016-12-22,1,0.957,0.81,117.64,6.948,67.982,61.043,1.025,1.347,20.69
2016-12-23,1,0.957,0.816,117.37,6.946,67.804,61.275,1.025,1.351,20.692
2016-12-27,1,0.957,0.817,117.39,6.953,68.016,60.749,1.03,1.353,20.617
2016-12-28,1,0.961,0.818,117.67,6.959,68.232,60.565,1.03,1.358,20.738
2016-12-29,1,0.957,0.816,116.75,6.956,68.014,60.515,1.025,1.354,20.695
2016-12-30,1,0.949,0.812,117.07,6.945,67.92,61,1.019,1.346,20.655
2017-01-03,1,0.963,0.814,118.2,6.961,68.369,60.58,1.031,1.344,20.697
2017-01-04,1,0.958,0.814,117.51,6.935,68.065,60.753,1.026,1.331,21.147
2017-01-05,1,0.952,0.814,116.54,6.886,67.935,59.473,1.019,1.33,21.279
2017-01-06,1,0.944,0.809,116,6.918,67.989,59.258,1.013,1.326,21.276
2017-01-09,1,0.951,0.824,116.64,6.938,68.17,59.755,1.02,1.327,21.295
2017-01-10,1,0.946,0.823,116.25,6.925,68.218,60.098,1.016,1.324,21.425
2017-01-11,1,0.952,0.826,116.29,6.934,68.392,60.328,1.021,1.325,21.864
2017-01-12,1,0.936,0.813,113.95,6.894,67.98,59.303,1.006,1.306,21.603
2017-01-13,1,0.938,0.821,114.35,6.9,68.162,59.345,1.006,1.314,21.655
2017-01-17,1,0.936,0.812,113.35,6.855,67.984,59.194,1.003,1.306,21.579
2017-01-18,1,0.938,0.814,113.51,6.839,68.113,59.31,1.004,1.312,21.694
2017-01-19,1,0.937,0.811,114.58,6.866,68.136,59.599,1.006,1.328,21.976
2017-01-20,1,0.941,0.814,115.19,6.878,68.173,59.827,1.009,1.337,21.981
2017-01-23,1,0.933,0.804,113.6,6.854,68.16,59.531,1.001,1.331,21.413
2017-01-24,1,0.93,0.803,113.37,6.859,68.095,59.226,0.999,1.327,21.293
2017-01-25,1,0.931,0.794,113.37,6.882,68.08,59.227,0.999,1.31,21.472
2017-01-26,1,0.935,0.796,114.39,6.882,68.184,60.493,0.999,1.313,21.006
2017-01-27,1,0.936,0.797,115.17,6.896,68.068,60.071,1.001,1.312,21.108
2017-01-30,1,0.941,0.799,114.54,6.877,67.951,59.999,1.004,1.315,20.776
2017-01-31,1,0.93,0.801,113.38,6.878,67.689,59.907,0.992,1.307,20.722
2017-02-01,1,0.927,0.792,113.3,6.883,67.427,60.118,0.99,1.307,20.704
2017-02-02,1,0.925,0.796,112.32,6.882,67.232,59.539,0.989,1.3,20.598
2017-02-03,1,0.931,0.801,113.11,6.869,67.321,59.223,0.996,1.306,20.497
2017-02-06,1,0.934,0.802,112.29,6.862,67.163,58.85,0.996,1.306,20.372
2017-02-07,1,0.937,0.809,112.36,6.884,67.422,59.432,0.998,1.318,20.64
2017-02-08,1,0.938,0.8,111.95,6.873,67.145,59.242,0.997,1.315,20.544
2017-02-09,1,0.935,0.796,112.27,6.866,66.741,58.804,0.998,1.311,20.443
2017-02-10,1,0.941,0.802,113.51,6.879,66.934,58.591,1.004,1.314,20.277
2017-02-13,1,0.941,0.799,113.75,6.874,66.975,58.021,1.004,1.309,20.346
2017-02-14,1,0.941,0.801,113.37,6.863,66.814,57.367,1.003,1.303,20.237
2017-02-15,1,0.947,0.805,114.5,6.871,66.888,57.774,1.009,1.308,20.349
2017-02-16,1,0.939,0.799,113.55,6.856,66.997,57.174,1,1.302,20.276
2017-02-17,1,0.939,0.805,112.75,6.867,67.1,58.185,0.999,1.308,20.474
2017-02-21,1,0.949,0.805,113.67,6.885,66.936,57.738,1.01,1.314,20.431
2017-02-22,1,0.951,0.803,112.99,6.878,66.987,57.814,1.012,1.317,20.03
2017-02-23,1,0.946,0.8,112.83,6.875,66.723,57.877,1.009,1.312,19.876
2017-02-24,1,0.943,0.797,112.21,6.869,66.608,58.105,1.004,1.311,19.694
2017-02-27,1,0.945,0.806,112.28,6.872,66.697,57.715,1.007,1.312,19.792
2017-02-28,1,0.944,0.805,112.14,6.868,66.65,58.276,1.005,1.32,19.892
2017-03-01,1,0.949,0.812,113.78,6.881,66.834,58.311,1.011,1.333,20.042
2017-03-02,1,0.951,0.814,114.36,6.886,66.768,58.665,1.013,1.338,19.926
2017-03-03,1,0.947,0.817,114.37,6.898,66.817,58.744,1.01,1.34,19.654
2017-03-06,1,0.944,0.815,113.81,6.897,66.65,58.119,1.01,1.339,19.53
2017-03-07,1,0.946,0.82,114.04,6.9,66.632,58.014,1.015,1.342,19.489
2017-03-08,1,0.947,0.822,114.3,6.911,66.783,58.504,1.014,1.345,19.622
2017-03-09,1,0.948,0.821,114.63,6.91,66.724,59.34,1.015,1.353,19.787
2017-03-10,1,0.943,0.823,115.43,6.915,66.634,59.114,1.013,1.35,19.77
2017-03-13,1,0.938,0.818,114.74,6.913,66.161,59.041,1.008,1.346,19.638
2017-03-14,1,0.941,0.824,114.88,6.915,65.767,59.377,1.009,1.349,19.61
2017-03-15,1,0.941,0.82,114.64,6.914,65.664,59.07,1.009,1.345,19.583
2017-03-16,1,0.932,0.809,113.32,6.9,65.374,57.971,0.997,1.331,19.091
2017-03-17,1,0.931,0.809,113.15,6.905,65.429,57.7,0.996,1.332,19.159
2017-03-20,1,0.93,0.807,112.71,6.907,65.365,57.53,0.997,1.336,19.114
2017-03-21,1,0.926,0.803,112.55,6.889,65.259,57.222,0.995,1.328,18.985
2017-03-22,1,0.925,0.803,111.1,6.888,65.421,57.973,0.991,1.338,19.145
2017-03-23,1,0.927,0.8,110.66,6.886,65.464,57.667,0.992,1.334,19.095
2017-03-24,1,0.926,0.801,111.14,6.886,65.388,57.09,0.992,1.337,18.906
2017-03-27,1,0.918,0.793,110.14,6.878,65.035,56.815,0.984,1.335,18.819
2017-03-28,1,0.921,0.796,110.36,6.885,65.056,56.989,0.985,1.34,18.872
2017-03-29,1,0.93,0.804,110.88,6.891,64.904,56.963,0.997,1.338,18.936
2017-03-30,1,0.931,0.803,111.19,6.89,64.907,56.196,0.996,1.334,18.742
2017-03-31,1,0.935,0.8,111.82,6.888,64.911,56.415,1.001,1.334,18.724
2017-04-03,1,0.938,0.8,111.28,6.887,64.985,56.355,1.002,1.335,18.74
2017-04-04,1,0.939,0.804,110.37,6.889,65.182,56.443,1.002,1.345,18.901
2017-04-05,1,0.937,0.801,110.97,6.896,64.893,55.872,1.003,1.338,18.747
2017-04-06,1,0.938,0.802,110.85,6.898,64.518,56.306,1.003,1.343,18.788
2017-04-07,1,0.941,0.805,110.67,6.897,64.325,56.907,1.006,1.341,18.765
2017-04-10,1,0.945,0.807,111.29,6.903,64.56,57.197,1.01,1.338,18.679
2017-04-11,1,0.942,0.804,110.55,6.901,64.483,56.945,1.008,1.332,18.692
2017-04-12,1,0.943,0.8,109.59,6.892,64.677,57.055,1.007,1.331,18.801
2017-04-13,1,0.941,0.797,109.13,6.889,64.433,56.383,1.005,1.324,18.595
2017-04-14,1,0.941,0.797,109.13,6.889,64.433,56.383,1.005,1.324,18.595
2017-04-17,1,0.941,0.797,109.13,6.889,64.433,56.383,1.005,1.324,18.595
2017-04-18,1,0.936,0.79,108.84,6.883,64.602,56.063,1,1.336,18.561
2017-04-19,1,0.932,0.778,109.01,6.886,64.562,56.192,0.997,1.344,18.666
2017-04-20,1,0.931,0.781,109.04,6.884,64.624,56.255,0.996,1.349,18.798
2017-04-21,1,0.935,0.783,109.1,6.886,64.608,56.325,0.998,1.347,18.832
2017-04-24,1,0.922,0.782,110.32,6.885,64.448,55.946,0.996,1.343,18.588
2017-04-25,1,0.918,0.78,110.49,6.884,64.285,56.02,0.994,1.358,18.841
2017-04-26,1,0.918,0.779,111.4,6.891,64.123,56.692,0.995,1.358,18.935
2017-04-27,1,0.919,0.776,111.45,6.895,64.117,57.052,0.994,1.359,18.989
2017-04-28,1,0.915,0.773,111.4,6.895,64.284,56.822,0.991,1.365,18.984
2017-05-01,1,0.915,0.773,111.4,6.895,64.284,56.822,0.991,1.365,18.984
2017-05-02,1,0.916,0.774,112.28,6.895,64.225,57.013,0.994,1.368,18.742
2017-05-03,1,0.916,0.773,112.16,6.893,64.158,57.282,0.99,1.373,18.808
2017-05-04,1,0.915,0.776,112.85,6.896,64.186,57.969,0.992,1.374,18.98
2017-05-05,1,0.912,0.773,112.48,6.902,64.378,58.535,0.989,1.377,19.056
2017-05-08,1,0.914,0.772,112.54,6.904,64.313,58.221,0.995,1.37,19.046
2017-05-09,1,0.918,0.774,113.92,6.907,64.657,58.29,1.005,1.37,19.174
2017-05-10,1,0.919,0.772,113.8,6.903,64.546,57.856,1.006,1.37,19.075
2017-05-11,1,0.921,0.778,113.9,6.902,64.37,57.15,1.009,1.373,18.973
2017-05-12,1,0.919,0.778,113.85,6.9,64.307,57.296,1.008,1.374,18.897
2017-05-15,1,0.911,0.774,113.43,6.893,64.047,56.242,0.997,1.361,18.686
2017-05-16,1,0.904,0.776,113.64,6.889,64.065,56.334,0.991,1.362,18.708
2017-05-17,1,0.9,0.771,112.28,6.886,64.101,56.695,0.983,1.362,18.669
2017-05-18,1,0.899,0.767,110.57,6.892,65.047,57.987,0.977,1.364,19.117
2017-05-19,1,0.895,0.768,111.24,6.889,64.587,57.054,0.977,1.357,18.73
2017-05-22,1,0.889,0.768,111.34,6.889,64.535,56.695,0.97,1.35,18.646
2017-05-23,1,0.892,0.771,111.12,6.891,64.895,56.492,0.973,1.347,18.613
2017-05-24,1,0.893,0.771,111.81,6.89,64.735,56.423,0.976,1.35,18.578
2017-05-25,1,0.892,0.772,111.76,6.868,64.602,56.297,0.972,1.343,18.398
2017-05-26,1,0.893,0.779,111.09,6.858,64.503,56.982,0.972,1.347,18.474
2017-05-30,1,0.895,0.777,110.95,6.856,64.658,56.62,0.976,1.347,18.558
2017-05-31,1,0.891,0.779,110.86,6.813,64.463,56.774,0.971,1.346,18.765
2017-06-01,1,0.891,0.778,111,6.809,64.466,56.63,0.97,1.351,18.647
2017-06-02,1,0.892,0.778,111.46,6.821,64.443,56.577,0.971,1.352,18.631
2017-06-05,1,0.889,0.775,110.5,6.805,64.363,56.641,0.965,1.349,18.395
2017-06-06,1,0.888,0.775,109.36,6.794,64.473,56.707,0.964,1.348,18.382
2017-06-07,1,0.892,0.775,109.46,6.798,64.347,56.624,0.967,1.345,18.221
2017-06-08,1,0.891,0.773,110.22,6.798,64.241,57.008,0.967,1.351,18.23
2017-06-09,1,0.895,0.784,110.45,6.797,64.245,56.967,0.972,1.351,18.211
2017-06-12,1,0.891,0.789,109.88,6.798,64.44,56.998,0.968,1.344,18.159
